primaryKey,genre,popularity,year,revenue,runtime,vote_average,vote_count
Diary of a Wimpy Kid,Comedy,21.095489,10,75700498,92,5.9,355
Analyze That,Comedy,21.08952,2,55003135,96,5.7,380
The Messenger: The Story of Joan of Arc,Adventure,21.084542,99,66976317,148,6.2,367
House of Flying Daggers,Adventure,21.064082,4,92863945,119,7.1,439
Anomalisa,Animation,21.024346,15,5659286,90,7,459
The Mexican,Action,21.021809,1,147845033,123,5.8,441
High School Musical 2,Comedy,21.01755,7,7000000,104,6.1,843
My Week with Marilyn,Drama,21.006078,11,35057696,99,6.6,406
Jackass 3D,Comedy,20.99174,10,117224271,94,6.4,428
The Chorus,Drama,20.982455,4,0,96,7.5,526
Doubt,Drama,20.975165,8,50907234,104,7,435
Fruitvale Station,Drama,20.967146,13,17385830,85,7.3,390
The Hours,Drama,20.953265,2,41597830,114,7,451
Bachelorette,Comedy,20.95282,12,11947954,87,5.3,444
My Girl,Comedy,20.935169,91,0,102,7,428
The Saint,Thriller,20.913852,97,118063304,116,5.9,302
Wanderlust,Comedy,20.908494,12,24159934,98,5.3,394
Sense and Sensibility,Drama,20.898711,95,135000000,136,7.2,352
Winter's Bone,Drama,20.834883,10,13831503,100,6.8,565
Reign Over Me,Drama,20.82778,7,22222308,124,7.1,334
The Hurricane,Drama,20.825781,99,73956241,146,7.2,396
Headhunters,Thriller,20.821846,11,15699707,100,7.1,399
Tootsie,Comedy,20.818567,82,177200000,116,6.9,421
The Conversation,Crime,20.810292,74,4420000,113,7.5,372
I Still Know What You Did Last Summer,Horror,20.793026,98,40002112,100,5.1,374
A Perfect Getaway,Thriller,20.792603,9,22852638,98,6.2,351
Snake Eyes,Crime,20.790703,98,103891409,98,5.8,327
My Fair Lady,Drama,20.786616,64,72070731,170,7.4,352
Pet Sematary,Drama,20.747994,89,57469467,103,6.4,407
The Painted Veil,Drama,20.746932,6,0,125,7.1,312
Hostel: Part II,Horror,20.745052,7,35619521,93,5.6,453
Big,Fantasy,20.716023,88,151668774,104,6.9,993
The Game Plan,Comedy,20.699212,7,147880543,110,6,428
The Astronaut's Wife,Drama,20.697556,99,19598588,109,5.4,254
The Men Who Stare at Goats,Comedy,20.69219,9,68729358,93,5.9,742
The Constant Gardener,Drama,20.679652,5,82466670,129,6.8,417
Puss in Boots,Action,20.678787,11,554987477,90,6.4,451
End of Days,Action,20.652943,99,211989043,121,5.5,482
Chernobyl Diaries,Horror,20.649145,12,18112929,88,4.9,483
The Edge,Action,20.632673,97,43312294,117,6.7,349
One Hour Photo,Horror,20.624896,2,52223306,96,6.6,435
Chasing Amy,Comedy,20.601483,97,12021272,113,6.7,433
The Homesman,Western,20.59148,14,3442853,122,6.4,258
Chain Reaction,Action,20.58862,96,60209334,107,5.3,284
Into the Storm,Action,20.566554,14,160602194,89,5.8,817
August: Osage County,Comedy,20.561682,13,74188937,121,6.9,483
The Boss,Comedy,20.55509,16,78636257,91,5.5,431
Four Lions,Comedy,20.544999,10,4270000,101,7,423
The Happening,Thriller,20.501582,8,163403799,91,4.9,950
Lakeview Terrace,Drama,20.495749,8,27640028,110,5.9,292
Sharknado,TV Movie,20.466433,13,0,86,3.8,476
Nick and Norah's Infinite Playlist,Comedy,20.452449,8,32973937,89,6.4,379
Billy Elliot,Drama,20.428237,0,110000000,110,7.4,750
Desire,Drama,20.422246,11,0,103,4.1,140
Oliver Twist,Crime,20.415572,5,42093706,130,6.7,274
Death at a Funeral,Comedy,20.410354,7,46,90,6.9,497
Fast Times at Ridgemont High,Comedy,20.403344,82,27092880,90,7,322
Eraserhead,Drama,20.399578,77,7000000,89,7.5,485
Enter the Void,Fantasy,20.39955,9,754249,161,7.2,387
Thir13en Ghosts,Horror,20.392858,1,0,91,5.4,440
Flight of the Phoenix,Action,20.374308,4,21009180,113,5.7,276
Eden Lake,Horror,20.362373,8,3983997,91,6.7,406
Little Nicholas,Comedy,20.362025,9,0,91,5.9,306
Revolutionary Road,Drama,20.360549,8,75225693,119,6.7,796
Larry Crowne,Comedy,20.355458,11,36160375,98,5.7,359
Asterix at the Olympic Games,Fantasy,20.344364,8,132900000,116,5,471
Crimson Tide,Action,20.334629,95,157387195,116,7,498
Beverly Hills Cop III,Action,20.333953,94,119208989,104,5.5,434
Thirteen,Crime,20.331593,3,4601043,100,6.7,339
Paranormal Activity 4,Horror,20.326337,12,142817992,95,5.2,563
The Ides of March,Drama,20.317469,11,75993061,101,6.5,910
This Is Where I Leave You,Drama,20.311684,14,41296320,103,6.5,505
The Lazarus Effect,Thriller,20.304235,15,64110728,83,5.1,505
The Nutty Professor,Fantasy,20.28119,96,128769345,95,5.4,702
Bandidas,Action,20.27704,6,10496317,93,5.8,307
The Fifth Estate,Drama,20.267062,13,8555008,128,5.7,364
Exam,Thriller,20.265518,9,0,101,6.6,523
A Bridge Too Far,Drama,20.256571,77,50750000,175,6.9,207
My Super Ex-Girlfriend,Fantasy,20.252143,6,60896147,95,4.8,442
The Ant Bully,Fantasy,20.239061,6,55181129,88,5.5,366
Love & Other Drugs,Drama,20.236951,10,102820008,112,6.6,1233
Runaway Bride,Comedy,20.230535,99,309457509,116,5.7,455
Lady in the Water,Drama,20.219385,6,42285169,110,5.3,409
Funny People,Comedy,20.199057,9,61458982,146,5.7,390
The Siege,Drama,20.089933,98,116672912,116,6,352
All Good Things,Drama,20.086645,10,0,101,5.9,286
Sanctum,Action,20.063165,11,108609310,108,5.8,339
Whip It,Drama,20.05902,9,16633035,111,6.7,357
Carnage,Comedy,20.011435,11,27603069,80,7,738
Miss Congeniality 2: Armed and Fabulous,Action,19.998581,5,0,115,5.3,425
Paranormal Activity: The Marked Ones,Horror,19.984477,14,86362372,84,5.2,449
Adventureland,Comedy,19.978021,9,17164377,107,6.4,737
You Again,Comedy,19.962713,10,32005248,105,6,368
The Grandmaster,Action,19.947265,13,64076736,130,6.3,273
Girl with a Pearl Earring,Drama,19.944479,3,31466789,101,6.4,377
Tucker and Dale vs Evil,Comedy,19.940245,10,5476793,89,7.3,847
About Schmidt,Drama,19.925026,2,105834556,125,6.7,362
The Midnight Meat Train,Mystery,19.913961,8,3533227,98,6,290
Abduction,Thriller,19.893646,11,82087155,106,5.6,961
The Thirteenth Floor,Thriller,19.890428,99,18564088,100,6.8,378
The Forest,Horror,19.865989,16,40055439,95,4.8,448
Boogie Nights,Drama,19.85579,97,43101594,155,7.5,796
A Man Apart,Action,19.854932,3,44350926,109,5.8,258
Arthur Christmas,Drama,19.83683,11,0,97,6.7,333
Volcano,Science Fiction,19.836124,97,0,104,5.2,376
Spawn,Action,19.833664,97,87840042,96,5,336
Casper,Fantasy,19.830132,95,287928194,100,6,1019
Malcolm X,Drama,19.822791,92,48169908,202,7.2,370
The Jungle Book 2,Family,19.819893,3,135680000,72,5.6,269
Take Shelter,Thriller,19.807295,11,3099314,120,7.1,471
The Deer Hunter,Drama,19.786392,78,50000000,183,7.8,921
Juno,Comedy,19.782725,7,231411584,96,7,2244
Mirrors,Horror,19.774543,8,72436439,110,6,485
The Last House on the Left,Crime,19.760383,9,32721635,110,6.2,440
Romeo Must Die,Action,19.750059,0,91036760,115,6,330
Clerks,Comedy,19.748658,94,3151130,92,7.4,755
Volver,Comedy,19.747809,6,85582407,121,7.3,406
The Jackal,Action,19.747459,97,159330280,124,6.1,527
Maid in Manhattan,Comedy,19.738215,2,154906693,105,5.6,485
Mona Lisa Smile,Drama,19.718544,3,0,117,6.5,393
Star Trek: Insurrection,Science Fiction,19.711951,98,118000000,103,6.3,391
We Were Soldiers,Action,19.708731,2,114660784,138,6.7,521
The Family Man,Comedy,19.705489,0,0,125,6.5,521
Let Me In,Drama,19.705311,10,24145613,116,6.7,641
The Ridiculous 6,Comedy,19.694695,15,0,119,4.9,388
Monster,Crime,19.683187,3,60378584,110,7,485
I Love You Phillip Morris,Comedy,19.664699,9,10652035,98,6.4,503
Shaft,Action,19.643365,0,107196498,99,5.5,308
Snakes on a Plane,Action,19.642328,6,62022014,105,5.1,497
Patriot Games,Drama,19.637704,92,178051587,117,6.3,433
Jaws 2,Horror,19.636044,78,187884007,116,5.9,406
Home on the Range,Animation,19.625972,4,103951461,76,5.7,389
Driving Miss Daisy,Comedy,19.585801,89,145793296,99,7,350
Star Trek V: The Final Frontier,Science Fiction,19.578249,89,70200000,107,5.6,376
Made of Honor,Comedy,19.574774,8,84601681,101,6,394
The Cable Guy,Comedy,19.525659,96,102825796,96,5.7,594
The Longest Day,Action,19.524972,62,50100000,178,7.2,234
The Craft,Drama,19.517239,96,24769466,101,6.3,380
Four Christmases,Comedy,19.500893,8,163733697,88,5.3,331
The Iceman,Thriller,19.494703,12,1969193,105,6.4,365
Double Jeopardy,Crime,19.439386,99,177841558,105,6.2,278
One for the Money,Action,19.438503,12,36893721,91,5.3,388
G.I. Jane,Action,19.434672,97,48169156,125,6,395
The Sitter,Comedy,19.428994,11,34942188,81,5.4,325
Blades of Glory,Action,19.412028,7,0,93,5.9,569
The Guard,Action,19.411141,11,19560274,96,6.8,372
Dear John,Drama,19.402816,10,114977104,115,6.6,1262
Land of the Lost,Adventure,19.38841,9,68688831,102,5.3,381
The Haunting,Horror,19.375768,99,91188905,113,5.2,369
Sweet November,Drama,19.372805,1,65754228,119,6.4,278
Bedazzled,Fantasy,19.348007,0,90383208,93,5.6,512
Sunshine Cleaning,Comedy,19.336367,8,16174377,102,6.5,255
Maniac,Horror,19.331884,12,31081,89,6,316
American Graffiti,Comedy,19.326115,73,140000000,110,6.9,324
Running Scared,Action,19.311572,6,9500000,122,7,331
House of 1000 Corpses,Horror,19.301432,3,16829545,89,6,306
Street Fighter,Action,19.286099,94,99423521,102,4.1,325
Cop Land,Action,19.284129,97,44862187,104,6.6,382
Dream House,Drama,19.267479,11,38502340,84,5.8,391
While We're Young,Comedy,19.263477,15,7587485,97,5.8,383
Frequency,Crime,19.258041,0,68106245,118,7,462
Florence Foster Jenkins,Comedy,19.237254,16,48902953,110,6.6,392
Soul Surfer,Action,19.234672,11,47088990,106,6.9,342
My Cousin Vinny,Comedy,19.231507,92,64088552,120,7.3,384
Basic,Action,19.226763,3,42792561,98,6.2,286
The Stepford Wives,Action,19.224754,4,102000000,93,5.4,334
What's Your Number?,Comedy,19.220789,11,30426096,106,6.2,671
A Lot Like Love,Comedy,19.212552,5,42886719,107,6.5,318
Witness,Crime,19.195399,85,68706993,113,7,375
Ip Man 3,Action,19.167377,15,156844753,105,6.5,379
Winnie the Pooh,Animation,19.143721,11,14460000,63,6.8,258
First Knight,Action,19.143321,95,127600435,134,5.9,311
High Plains Drifter,Western,19.127239,73,15700000,105,7.4,278
The Queen,Drama,19.113278,6,123384128,103,6.8,338
Secretary,Comedy,19.107285,2,9304609,104,6.7,376
The New World,Drama,19.106154,5,30536013,135,6.4,330
Superhero Movie,Action,19.088655,8,25871834,85,4.9,379
Ninja Assassin,Action,19.085403,9,60462347,99,6.2,371
Open Range,Western,19.068175,3,68296293,139,7,262
Once,Drama,19.052179,7,20710513,85,7.3,453
Jeepers Creepers 2,Horror,19.045146,3,63102666,104,5.5,299
Finding Forrester,Drama,19.043286,0,80049764,136,7,302
Timecrimes,Science Fiction,19.02965,7,553198,92,7,308
Michael Clayton,Drama,18.961323,7,92991835,119,6.5,501
The Phantom of the Opera,Thriller,18.927463,4,154648887,143,7,438
Welcome to the Sticks,Comedy,18.923181,8,53191886,106,6.8,615
Kiss the Girls,Drama,18.913,97,60527873,115,6.2,345
War,Action,18.896239,7,40452643,103,6,414
Agora,Adventure,18.888806,9,39041505,127,6.9,395
Mercury Rising,Action,18.877795,98,0,111,6,368
Ali,Drama,18.866672,1,87713825,157,6.7,447
The Big Wedding,Comedy,18.84332,13,21819348,90,5.7,414
Clear and Present Danger,Action,18.832471,94,215887717,141,6.4,386
Cheaper by the Dozen 2,Comedy,18.831023,5,129181830,94,5.7,526
Conquest of the Planet of the Apes,Action,18.828683,72,9700000,88,6.1,236
Collateral Damage,Action,18.827753,2,78382433,108,5.5,427
Sinbad: Legend of the Seven Seas,Family,18.815442,3,26288320,86,6.6,372
Failure to Launch,Comedy,18.806031,6,88715192,97,5.5,399
Adore,Drama,18.790221,13,318982,100,6.1,291
Brooklyn's Finest,Crime,18.790102,9,29536299,133,6.2,293
The Last Days on Mars,Science Fiction,18.764453,13,0,98,5.2,302
Cats & Dogs,Comedy,18.735024,1,93375151,87,5,352
Windtalkers,Drama,18.714197,2,77628265,134,5.8,341
Assault on Precinct 13,Thriller,18.706504,5,35294470,109,6,311
Charlie Wilson's War,Comedy,18.70031,7,119000410,102,6.5,338
The Interpreter,Crime,18.69984,5,162944923,128,6.2,392
Because I Said So,Comedy,18.678415,7,69485490,102,5.8,191
Meet Dave,Comedy,18.676291,8,50650079,90,5,371
Street Kings,Action,18.666876,8,65569869,109,6.3,363
Precious,Drama,18.664624,9,47536959,110,6.9,417
A Haunted House,Comedy,18.661541,13,60141683,86,5.4,516
Sphere,Science Fiction,18.65988,98,13100000,134,5.8,476
The Sweetest Thing,Romance,18.65632,2,68696770,84,5.3,280
Hocus Pocus,Comedy,18.650748,93,39514713,96,6.4,471
High Noon,Western,18.644023,52,8000000,85,7.6,334
The American,Crime,18.632156,10,65464324,104,5.8,481
Be Cool,Comedy,18.61472,5,95226116,118,5.4,292
Rat Race,Adventure,18.60049,1,85498534,112,6,518
"You, Me and Dupree",Comedy,18.600367,6,130431368,108,5.4,407
The X Files,Mystery,18.59991,98,189198313,121,6.6,488
The Duchess,Drama,18.591657,8,0,110,6.7,396
Trouble with the Curve,Drama,18.587114,12,0,111,6.6,366
The Nut Job,Animation,18.568021,14,0,85,5.5,319
Harold & Kumar Go to White Castle,Comedy,18.514292,4,23936908,88,6.6,693
Pitch Black,Thriller,18.493202,0,53187659,108,6.7,1789
Honey,Romance,18.492655,3,62646763,94,6,303
Just Married,Comedy,18.47518,3,101564935,95,5.3,404
Takers,Action,18.47242,10,69055695,107,6,394
Bronson,Drama,18.450613,8,2260712,92,6.9,733
The 6th Day,Science Fiction,18.447479,0,96085477,123,5.7,595
When Harry Met Sally...,Comedy,18.430419,89,92823546,96,7.3,950
A Haunted House 2,Comedy,18.428909,14,0,87,5.4,346
Rebecca,Drama,18.426825,40,6000000,130,7.7,336
Frida,Drama,18.422327,2,56298474,123,7.3,383
Flashdance,Drama,18.422323,83,92921203,95,6.1,302
Rounders,Drama,18.422008,98,22921898,121,6.9,439
Domino,Action,18.394571,5,22944502,127,6,444
TMNT,Adventure,18.39217,7,95608995,90,6,345
The Back-Up Plan,Comedy,18.38292,10,77477008,106,5.7,458
Righteous Kill,Action,18.380176,8,73174566,101,5.9,375
Conan the Destroyer,Adventure,18.379124,84,100000000,103,5.8,383
Office Space,Comedy,18.366362,99,12827813,89,7.4,1050
"Good Morning, Vietnam",Comedy,18.362333,87,123922370,121,7.1,642
The General's Daughter,Crime,18.345613,99,149705852,116,6.1,205
Little Nicky,Comedy,18.335992,0,0,90,5.2,438
Sex and the City 2,Comedy,18.325897,10,288347692,146,5.4,426
Austin Powers: The Spy Who Shagged Me,Adventure,18.316151,99,310940086,95,6.2,1011
Escape from the Planet of the Apes,Action,18.30961,71,12348905,98,6.3,264
Rushmore,Comedy,18.289303,98,17096053,93,7.5,676
The Kid,Fantasy,18.281798,0,69700000,104,6,238
Fright Night,Horror,18.27083,11,24922237,106,6,603
Keanu,Action,18.268009,16,20566327,94,6,421
Six Days Seven Nights,Action,18.264635,98,164000000,98,5.6,332
Hot Pursuit,Action,18.262017,15,51680201,87,5.4,647
Thirteen Days,Drama,18.26121,0,34566746,145,6.9,189
Sweet Home Alabama,Comedy,18.256028,2,180622424,108,6,394
The Cat in the Hat,Comedy,18.251129,3,0,82,4.9,366
Becoming Jane,Drama,18.236284,7,37311672,120,6.9,317
Hide and Seek,Horror,18.228538,5,122644820,101,6.1,440
The Diary of a Teenage Girl,Drama,18.224326,15,1477002,98,6.8,279
Ghost Dog: The Way of the Samurai,Crime,18.223139,99,0,116,7.2,298
Wasabi,Drama,18.20957,1,0,94,6.2,283
Firewall,Thriller,18.186026,6,82800000,105,5.6,267
The Silence of the Lambs,Crime,18.174804,91,272742922,119,8.1,4443
Awake,Thriller,18.172736,7,14373825,84,6.3,395
Confessions of a Dangerous Mind,Comedy,18.165957,2,33013805,113,6.6,275
Escape from Planet Earth,Animation,18.14218,13,74597643,89,5.7,332
Mr. Deeds,Comedy,18.121404,2,171269535,96,5.6,644
Videodrome,Horror,18.119265,83,2120439,87,7.1,454
My Big Fat Greek Wedding,Comedy,18.115566,2,368744044,95,6.2,671
Daddy Day Care,Comedy,18.106021,3,164433867,92,5.6,506
The Thomas Crown Affair,Drama,18.102572,99,124305181,113,6.6,339
U-571,Action,18.096884,0,127666415,116,6.1,340
Clerks II,Comedy,18.077963,6,26888376,97,6.9,398
The Gallows,Horror,18.045782,15,42664410,87,4.9,361
Day of the Dead,Horror,18.025206,85,34000000,96,6.9,270
Ghost Town,Comedy,17.98817,8,0,102,6.4,286
A Very Harold & Kumar Christmas,Comedy,17.971883,11,35387212,108,6,328
Sex Drive,Comedy,17.952817,8,18755936,109,6,342
The White Ribbon,Crime,17.94739,9,0,144,7.2,255
The Prince & Me,Comedy,17.943945,4,0,111,5.9,278
Playing for Keeps,Comedy,17.932561,12,0,106,5.4,240
The Pelican Brief,Drama,17.923254,93,195268056,141,6.3,371
Stealth,Action,17.88953,5,76932943,121,4.9,331
Get Him to the Greek,Comedy,17.869443,10,90029656,109,5.9,612
The Green Inferno,Action,17.845161,14,6833445,100,5,349
Hackers,Action,17.842246,95,7563728,107,6.2,398
Eight Legged Freaks,Action,17.834976,2,0,99,5.4,295
Son of the Mask,Fantasy,17.815595,5,0,94,3.6,338
Martha Marcy May Marlene,Drama,17.806082,11,3538446,101,6.7,277
Nutty Professor II: The Klumps,Fantasy,17.783361,0,123307945,106,4.7,332
Happy Feet Two,Animation,17.7735,11,150406466,100,5.8,373
The Informant!,Drama,17.772518,9,35424826,108,6,301
Freedom Writers,Crime,17.746981,7,41170784,123,7.5,356
The Client,Drama,17.746719,94,117615211,119,6.4,278
"Good Night, and Good Luck.",Drama,17.717681,5,54600000,93,6.8,273
Premium Rush,Crime,17.709888,12,31083599,91,6.2,832
Derailed,Drama,17.7091,5,57479076,108,6.1,319
Boyz n the Hood,Crime,17.705671,91,57504069,112,7.4,364
Crazy Heart,Drama,17.697042,9,39462438,112,6.8,274
Labor Day,Drama,17.683563,13,20275812,111,6.7,299
The Piano,Drama,17.681707,93,116700000,121,7.1,281
The Man with the Iron Fists,Action,17.672021,12,15608545,96,5.2,358
Garfield,Animation,17.667826,4,200804534,80,5.2,820
Mud,Drama,17.663353,13,21587700,130,7,1068
Be Kind Rewind,Drama,17.662683,8,0,102,6.2,424
Music and Lyrics,Comedy,17.659032,7,145896422,96,6.2,554
The Hustler,Drama,17.639478,61,7600000,134,7.6,240
Twins,Comedy,17.638286,88,216614388,107,5.7,559
Admission,Comedy,17.632446,13,18000000,107,5.4,304
Big Momma's House 2,Comedy,17.61292,6,138259062,99,5.4,371
The Runaways,Drama,17.611971,10,2995811,106,6.3,254
The Bridges of Madison County,Drama,17.606087,95,182016617,135,7.3,385
Blindness,Drama,17.603823,8,19844979,121,6.4,387
The Second Best Exotic Marigold Hotel,Drama,17.592299,15,85978266,122,6.3,272
The Color Purple,Drama,17.571533,85,146292009,154,7.7,338
The Right Stuff,Drama,17.567332,83,21500000,193,7.3,235
Inspector Gadget,Action,17.561955,99,0,78,4.3,318
Shaolin Soccer,Action,17.54768,1,42776760,113,6.6,491
March of the Penguins,Documentary,17.537154,5,127392239,80,6.9,358
United 93,Drama,17.50138,6,76286096,111,6.9,367
Bloodsport,Action,17.49699,88,11806119,92,6.6,363
District B13,Action,17.493735,4,9584131,84,6.5,565
Payback,Drama,17.457947,99,161626121,100,6.7,548
Lost in Space,Adventure,17.455024,98,136159423,130,5,388
Capote,Crime,17.434862,5,49084830,114,6.8,384
Drinking Buddies,Romance,17.378455,13,343341,90,6,356
A Monster in Paris,Adventure,17.375562,11,0,90,6.5,313
Earth to Echo,Family,17.371327,14,45300000,89,5.7,290
The Sea Inside,Drama,17.363739,4,38535221,125,7.2,219
The Bad Lieutenant: Port of Call - New Orleans,Drama,17.339852,9,10589102,122,6,326
The Color of Money,Drama,17.3393,86,52293982,119,6.7,291
Animal House,Comedy,17.332585,78,141000000,109,7,418
Kingpin,Comedy,17.329269,96,25023434,113,6.7,244
Slither,Comedy,17.327279,6,0,95,6.3,317
Rumble in the Bronx,Crime,17.318839,95,32392047,91,6.5,240
Million Dollar Arm,Drama,17.312433,14,38307627,124,6.6,259
A Nightmare on Elm Street 3: Dream Warriors,Horror,17.304055,87,44793222,96,6.5,354
The Soloist,Drama,17.299333,9,31720158,109,6.6,234
Changing Lanes,Action,17.270539,2,94935764,89,5.9,299
Monte Carlo,Adventure,17.237143,11,17425000,109,6,593
Network,Drama,17.234745,76,23689877,121,7.7,381
Executive Decision,Action,17.231675,96,121969216,133,5.8,256
Scoop,Comedy,17.229537,6,31584901,96,6.4,420
Undisputed,Action,17.227376,2,12398628,96,6.1,139
Mindhunters,Mystery,17.193659,4,21148829,106,6.3,333
The Sisterhood of the Traveling Pants,Drama,17.17372,5,39053061,119,6.3,386
Vampires Suck,Horror,17.165039,10,80547866,82,4.2,315
House of Wax,Horror,17.157738,5,68766121,113,5.5,677
Amour,Drama,17.151293,12,19839492,127,7.5,400
My Best Friend's Girl,Romance,17.145287,8,36620508,101,5.4,220
The Hills Have Eyes 2,Horror,17.141376,7,0,89,5.2,351
A Nightmare on Elm Street 4: The Dream Master,Horror,17.113408,88,72500000,99,5.8,281
Punisher: War Zone,Action,17.112498,8,10089373,102,5.6,294
Bridesmaids,Comedy,17.107065,11,288383523,125,6.5,1661
The Forbidden Kingdom,Action,17.097041,8,127906624,104,6.3,461
Rescue Dawn,Adventure,17.078656,6,7177143,126,6.9,336
Sympathy for Lady Vengeance,Drama,17.074843,5,23803308,115,7.4,356
Superman IV: The Quest for Peace,Action,17.062117,87,19300000,90,4.1,318
Speed Racer,Action,17.060695,8,93945766,135,5.7,354
The Muppets,Comedy,17.047276,11,165184237,103,6.5,501
Apollo 18,Horror,17.028252,11,25562924,86,5,356
Vampires,Action,17.016284,98,0,108,5.8,255
